DeliveryID,OrderID,DeliveryPersonID,DeliveryStatus,EstimatedDeliveryTime,ActualDeliveryTime,CreatedAt
561,561,40,delivered,2024-04-06 17:52:50,2024-04-06 19:52:50,2024-04-06 12:52:50
562,562,32,delivered,2024-08-05 23:37:56,2024-08-06 01:37:56,2024-08-05 17:37:56
563,563,36,delivered,2024-09-08 05:15:53,2024-09-08 08:15:53,2024-09-07 23:15:53
564,564,50,assigned,2025-04-10 08:50:21,2025-04-10 10:50:21,2025-04-10 02:50:21
565,565,32,delivered,2025-03-10 08:50:19,2025-03-10 10:50:19,2025-03-10 05:50:19
566,566,26,out for delivery,2025-03-27 18:47:12,2025-03-27 20:47:12,2025-03-27 16:47:12
567,567,16,assigned,2024-11-14 23:07:50,2024-11-14 23:07:50,2024-11-14 17:07:50
568,568,28,assigned,2025-02-07 10:21:13,2025-02-07 12:21:13,2025-02-07 05:21:13
569,569,1,delivered,2024-04-22 09:44:57,2024-04-22 09:44:57,2024-04-22 03:44:57
570,570,11,out for delivery,2025-04-16 22:22:06,2025-04-17 01:22:06,2025-04-16 18:22:06
571,571,28,delivered,2024-07-03 07:23:09,2024-07-03 09:23:09,2024-07-03 02:23:09
572,572,11,delivered,2025-02-12 04:51:38,2025-02-12 05:51:38,2025-02-12 02:51:38
573,573,22,assigned,2025-02-13 06:50:11,2025-02-13 08:50:11,2025-02-13 01:50:11
574,574,15,out for delivery,2024-12-17 08:45:58,2024-12-17 08:45:58,2024-12-17 04:45:58
575,575,30,out for delivery,2025-03-01 17:43:44,2025-03-01 18:43:44,2025-03-01 11:43:44
576,576,1,assigned,2025-01-24 12:48:16,2025-01-24 13:48:16,2025-01-24 06:48:16
577,577,21,delivered,2025-02-17 09:05:18,2025-02-17 09:05:18,2025-02-17 05:05:18
578,578,27,out for delivery,2025-02-06 15:37:46,2025-02-06 18:37:46,2025-02-06 13:37:46
579,579,38,delivered,2024-11-29 09:48:27,2024-11-29 11:48:27,2024-11-29 04:48:27
580,580,26,assigned,2024-08-29 04:44:52,2024-08-29 04:44:52,2024-08-29 01:44:52
581,581,9,out for delivery,2024-12-19 18:52:38,2024-12-19 21:52:38,2024-12-19 16:52:38
582,582,16,out for delivery,2024-10-18 18:12:36,2024-10-18 20:12:36,2024-10-18 15:12:36
583,583,29,delivered,2024-12-28 01:02:11,2024-12-28 03:02:11,2024-12-27 23:02:11
584,584,50,delivered,2024-06-26 08:24:27,2024-06-26 11:24:27,2024-06-26 05:24:27
585,585,1,out for delivery,2024-04-28 12:34:28,2024-04-28 12:34:28,2024-04-28 08:34:28
586,586,49,delivered,2024-12-13 08:12:07,2024-12-13 08:12:07,2024-12-13 02:12:07
587,587,21,out for delivery,2025-04-22 15:51:31,2025-04-22 15:51:31,2025-04-22 10:51:31
588,588,35,delivered,2024-07-16 08:17:29,2024-07-16 09:17:29,2024-07-16 05:17:29
589,589,13,delivered,2025-01-19 15:31:33,2025-01-19 15:31:33,2025-01-19 13:31:33
590,590,43,assigned,2024-04-09 15:29:15,2024-04-09 17:29:15,2024-04-09 12:29:15
591,591,23,out for delivery,2024-08-16 15:50:29,2024-08-16 18:50:29,2024-08-16 09:50:29
592,592,8,assigned,2025-02-13 21:07:23,2025-02-14 00:07:23,2025-02-13 19:07:23
593,593,29,delivered,2024-07-21 02:20:54,2024-07-21 03:20:54,2024-07-20 22:20:54
594,594,12,assigned,2024-09-11 07:00:54,2024-09-11 08:00:54,2024-09-11 04:00:54
595,595,41,delivered,2025-03-15 01:24:58,2025-03-15 01:24:58,2025-03-14 20:24:58
596,596,12,assigned,2025-04-19 08:32:43,2025-04-19 10:32:43,2025-04-19 06:32:43
597,597,15,assigned,2024-04-26 17:01:15,2024-04-26 17:01:15,2024-04-26 12:01:15
598,598,21,out for delivery,2024-08-15 01:43:16,2024-08-15 01:43:16,2024-08-14 19:43:16
599,599,21,assigned,2024-04-05 21:09:38,2024-04-05 22:09:38,2024-04-05 17:09:38
600,600,2,assigned,2024-06-10 00:06:39,2024-06-10 02:06:39,2024-06-09 18:06:39
